user_id,time_of_day,country,device_type,failed_logins_last_hour,action_type,is_vpn,typing_speed,label
227,23,KSA,mobile,1,update_mobile,0,4.612825321669321,0
177,16,HighRiskCountry,mobile,1,view,0,3.578517002833637,0
99,18,KSA,mobile,1,update_mobile,0,5.272198554250098,0
36,18,Unknown,mobile,2,renew_passport,0,4.588157264435865,0
96,20,KSA,mobile,0,update_mobile,0,3.2935244992342034,0
152,11,KSA,mobile,0,renew_passport,1,4.032264810771252,1
151,8,KSA,desktop,1,renew_passport,0,3.10616677936091,0
190,0,HighRiskCountry,desktop,0,update_mobile,0,3.8174151215875582,0
224,17,Unknown,desktop,0,view,0,3.4454067595674482,0
37,20,Unknown,mobile,0,view,0,5.174761800233038,0
268,3,HighRiskCountry,desktop,1,update_mobile,1,6.116012056830995,0
183,9,KSA,desktop,1,renew_passport,0,2.568811666764248,0
13,6,KSA,desktop,0,view,0,2.076783713790248,0
279,21,KSA,mobile,1,pay,0,3.7548275781486145,0
217,22,KSA,mobile,0,renew_passport,0,2.4815843011713175,0
286,0,KSA,desktop,0,update_mobile,0,4.046211603670917,0
273,16,KSA,mobile,1,renew_passport,0,4.748936113805927,0
62,23,KSA,mobile,0,pay,0,5.494141897266825,0
84,1,KSA,mobile,0,pay,0,4.201394558715281,0
217,10,KSA,mobile,0,view,0,3.806844775150421,0
187,8,KSA,mobile,1,pay,0,2.0216150834269158,0
19,6,HighRiskCountry,mobile,1,renew_passport,0,4.026185149185799,0
177,21,KSA,mobile,1,view,0,4.071287260549462,0
100,16,HighRiskCountry,mobile,0,pay,0,4.6389568142127455,0
233,16,KSA,mobile,0,view,0,3.291511898470909,0
76,1,KSA,mobile,1,view,0,3.56494739976414,0
265,5,KSA,mobile,2,update_mobile,0,2.521997744695816,0
284,13,KSA,mobile,1,view,1,1.7087071931159348,0
206,5,KSA,desktop,0,view,0,2.8915029092032167,0
223,1,KSA,mobile,1,pay,0,2.4296741857469835,0
52,0,KSA,mobile,1,renew_passport,0,4.336712295420611,0
144,9,KSA,mobile,0,renew_passport,1,3.4818659433331427,1
69,20,KSA,desktop,0,pay,0,3.4617628699252108,0
99,4,KSA,mobile,1,renew_passport,0,3.015586953824788,0
25,1,KSA,mobile,1,view,0,1.0,0
53,21,KSA,mobile,0,update_mobile,0,5.508310748747551,0
151,15,Unknown,mobile,0,view,0,2.9997294772232115,0
144,1,KSA,desktop,0,view,0,3.587579930150093,0
57,9,KSA,desktop,0,update_mobile,0,2.5451078347106897,0
39,1,Unknown,mobile,2,pay,0,4.971930343440634,0
109,15,KSA,mobile,0,view,0,4.143428937037324,0
181,15,KSA,mobile,0,view,0,3.1736347147341313,0
42,18,KSA,mobile,1,pay,0,3.607770388655976,0
186,6,KSA,mobile,1,view,0,5.67817992212487,0
223,21,KSA,mobile,0,view,0,3.9270305681187216,0
122,11,Unknown,mobile,1,renew_passport,1,3.818266462384094,1
133,23,KSA,mobile,0,pay,0,3.058618513860735,0
163,14,KSA,desktop,0,view,0,2.1054188495276973,0
215,7,KSA,mobile,0,view,0,3.8399613264206556,0
221,5,KSA,desktop,0,update_mobile,0,4.325485112324618,0
235,9,KSA,desktop,1,update_mobile,0,5.09958446432767,0
146,2,KSA,mobile,0,update_mobile,0,1.7515034655003445,0
239,18,KSA,desktop,1,view,0,2.874903672976971,0
76,16,KSA,mobile,0,view,0,3.41925890944355,0
9,6,KSA,mobile,0,update_mobile,0,3.9965191514267984,0
74,20,KSA,mobile,0,renew_passport,0,3.8549663084715777,0
253,19,Unknown,desktop,0,renew_passport,0,3.8783113143127306,0
230,3,KSA,mobile,1,renew_passport,0,4.408096058569945,0
7,13,KSA,mobile,0,renew_passport,0,3.096706889220891,0
174,19,KSA,desktop,0,pay,0,4.934141442233694,0
141,21,KSA,mobile,2,update_mobile,0,4.4334524416994805,0
168,14,KSA,mobile,0,view,0,3.6801677358719207,0
170,23,KSA,desktop,0,update_mobile,0,5.600907991888915,0
283,7,KSA,desktop,0,renew_passport,1,5.556416035571766,1
122,20,Unknown,desktop,0,view,0,4.932895355193809,0
194,14,KSA,desktop,0,pay,0,1.0,0
5,21,KSA,mobile,0,update_mobile,0,5.578945092717976,0
29,19,Unknown,desktop,0,view,0,4.794758522471934,0
165,13,HighRiskCountry,mobile,0,view,0,6.006408637712937,0
136,8,Unknown,mobile,2,renew_passport,0,5.237464591733539,0
145,7,KSA,mobile,0,renew_passport,0,5.578342677497286,0
217,16,KSA,mobile,0,update_mobile,0,4.878654850180379,0
132,1,KSA,desktop,0,pay,1,5.348693198645512,0
292,23,KSA,desktop,1,view,0,5.99412374073444,0
70,2,KSA,mobile,2,renew_passport,0,4.216554738378206,0
252,7,KSA,mobile,0,update_mobile,0,2.4277694559218705,0
275,11,Unknown,mobile,0,renew_passport,0,3.6925390999848577,0
182,0,KSA,desktop,0,update_mobile,0,4.389945599383437,0
167,9,Unknown,desktop,0,renew_passport,0,4.074887584371558,0
91,19,KSA,mobile,0,pay,0,2.7534380338405735,0
202,2,KSA,mobile,1,view,0,2.368932374805021,0
19,5,KSA,mobile,0,renew_passport,0,3.2588373313651706,0
39,6,KSA,mobile,0,view,0,4.807739555984151,0
126,19,KSA,desktop,1,update_mobile,0,5.580339770822969,0
173,22,KSA,mobile,1,pay,0,4.916567613777701,0
141,17,HighRiskCountry,mobile,0,view,0,5.057427287114136,0
242,10,KSA,mobile,0,renew_passport,0,3.919184426836442,0
220,18,KSA,mobile,0,view,0,2.2579175422940363,0
126,4,KSA,desktop,1,view,0,3.5447794191172948,0
58,18,KSA,mobile,1,update_mobile,0,3.7412355881276214,0
148,10,KSA,mobile,0,pay,0,3.502947513164318,0
1,23,KSA,mobile,0,pay,0,4.054694865374626,0
190,11,KSA,mobile,0,view,0,4.44141975989295,0
191,9,KSA,mobile,1,view,0,4.853015188243497,0
117,7,KSA,desktop,0,update_mobile,0,3.7218801356336657,0
134,23,KSA,mobile,0,view,0,2.0962405943554066,0
58,8,KSA,mobile,0,update_mobile,0,3.517122280708865,0
44,3,KSA,mobile,0,pay,0,4.043710396991984,0
173,4,KSA,mobile,0,pay,0,5.222807922133408,0
160,20,KSA,mobile,0,update_mobile,0,3.4321921578158947,0
173,7,KSA,mobile,0,view,0,4.512543628399402,0
149,22,Unknown,desktop,0,pay,0,4.290087899635433,1
80,8,KSA,desktop,0,renew_passport,0,4.043900533123389,0
213,14,HighRiskCountry,mobile,0,update_mobile,1,4.930533319324591,0
203,14,HighRiskCountry,mobile,1,pay,0,3.339158803247419,0
252,15,KSA,mobile,1,pay,1,3.4248135503564834,0
229,13,KSA,mobile,0,pay,0,3.988099176905772,0
164,7,KSA,desktop,0,renew_passport,0,3.3598534949063,0
227,17,KSA,mobile,0,renew_passport,0,4.5080122910546,0
147,9,KSA,mobile,1,renew_passport,1,3.2868076956338674,1
20,19,KSA,desktop,2,view,0,4.226304207745135,0
47,5,KSA,desktop,0,update_mobile,0,3.8998272312132434,0
233,11,Unknown,mobile,1,view,0,4.214925964776706,0
14,1,KSA,mobile,1,renew_passport,0,3.5402586049369607,0
143,6,KSA,mobile,0,update_mobile,0,3.660911705473173,0
1,15,KSA,mobile,0,view,0,4.09600926799705,0
54,2,KSA,desktop,0,view,0,4.2020745061613125,0
259,12,KSA,desktop,1,view,0,3.995798084608844,0
144,2,Unknown,desktop,1,renew_passport,0,5.705362356513084,0
12,17,KSA,mobile,0,pay,0,3.009263081258716,0
224,10,KSA,desktop,0,update_mobile,1,3.9357962050472866,0
272,7,KSA,mobile,0,renew_passport,0,2.4263709778830154,0
156,5,Unknown,mobile,0,update_mobile,1,4.372081478667386,0
8,0,KSA,mobile,0,renew_passport,0,2.884753463623186,0
122,0,KSA,mobile,1,view,0,3.721689744123424,0
164,22,KSA,desktop,0,view,0,3.627935674668674,0
90,7,KSA,mobile,1,pay,0,4.280891126601172,0
136,4,KSA,mobile,0,pay,0,3.44720908245482,0
186,15,KSA,mobile,0,update_mobile,0,3.4046943023060177,0
178,10,KSA,mobile,1,pay,0,5.435856464085898,0
28,4,KSA,mobile,0,pay,0,4.284566790474527,0
220,3,HighRiskCountry,mobile,0,update_mobile,0,3.438949147977732,0
41,5,KSA,desktop,1,renew_passport,0,3.7491663281887693,0
228,13,KSA,mobile,1,pay,0,5.645354952270745,0
192,21,KSA,mobile,1,renew_passport,0,3.764835121748903,0
145,18,KSA,mobile,0,view,0,3.310723376847612,0
201,8,HighRiskCountry,desktop,1,pay,0,3.3150038498736074,0
212,11,KSA,mobile,0,view,0,3.4508735190104227,0
220,10,KSA,mobile,0,view,0,3.4055022775732775,0
240,13,KSA,mobile,0,renew_passport,0,2.720352151650757,0
46,22,KSA,mobile,0,update_mobile,0,2.875799903053022,0
35,15,KSA,mobile,1,pay,0,3.17067962563863,0
253,0,KSA,desktop,0,renew_passport,0,4.591571018453098,0
82,12,KSA,mobile,0,update_mobile,0,3.6187627127271265,0
256,22,HighRiskCountry,mobile,1,view,0,3.79283831090596,1
197,20,KSA,desktop,0,pay,0,5.270088025254897,0
10,20,KSA,mobile,0,view,0,5.295007149938418,0
286,12,Unknown,mobile,1,view,0,3.717875056862265,0
242,1,KSA,mobile,2,pay,0,3.369136489316591,0
251,3,KSA,mobile,0,update_mobile,0,3.135569686326462,0
5,5,KSA,mobile,2,update_mobile,1,4.692775769708238,0
119,22,KSA,mobile,0,pay,0,3.7952927664777123,0
289,4,KSA,desktop,0,pay,0,3.61350510967721,0
65,2,KSA,desktop,0,renew_passport,0,3.186335424862447,0
146,0,HighRiskCountry,mobile,0,renew_passport,0,3.2303335909886117,0
224,3,KSA,mobile,0,view,0,4.320058191493245,0
239,19,KSA,mobile,0,pay,0,2.684561734112738,0
177,1,KSA,desktop,0,update_mobile,0,4.9948686937879385,0
267,4,KSA,mobile,0,view,0,3.4661553561850815,0
282,2,KSA,mobile,1,view,0,3.8503640557482073,0
63,8,KSA,desktop,0,view,0,2.6630220418594455,0
217,19,Unknown,desktop,0,view,0,3.9876340617576354,0
283,5,KSA,desktop,0,update_mobile,0,3.67167905730944,0
177,17,KSA,mobile,1,view,0,3.9499194011435335,0
98,5,KSA,desktop,1,pay,0,5.47170889836189,0
105,18,KSA,desktop,1,renew_passport,0,4.1776980457902395,0
99,11,KSA,mobile,0,update_mobile,0,3.2053408158541963,0
6,10,KSA,mobile,0,pay,0,3.2886800894534316,0
197,1,KSA,mobile,1,pay,0,4.595131185913768,0
133,14,KSA,desktop,1,pay,0,5.298693290993424,0
259,11,KSA,mobile,0,renew_passport,0,4.28191802075105,0
23,11,KSA,mobile,0,renew_passport,0,4.68871274455477,0
53,8,KSA,mobile,1,renew_passport,0,4.609737723336705,0
165,20,Unknown,desktop,0,pay,0,5.419064413357521,0
202,23,KSA,mobile,0,renew_passport,0,2.0504098272739673,0
83,1,KSA,mobile,0,view,1,4.6672189393045285,0
145,21,KSA,mobile,0,renew_passport,0,4.983736043903564,0
85,2,KSA,desktop,0,update_mobile,0,2.6612762938644265,0
78,11,KSA,mobile,0,pay,0,3.1143318159935838,0
1,15,KSA,mobile,0,pay,0,3.1492172513718466,0
51,20,KSA,desktop,2,view,0,3.2712098036226167,0
173,23,HighRiskCountry,mobile,0,renew_passport,0,3.5182829490644743,1
205,0,KSA,desktop,1,renew_passport,0,4.242602813054941,0
260,20,KSA,mobile,0,update_mobile,1,4.86567465116737,0
288,2,KSA,mobile,2,view,0,5.081316957768537,0
34,19,Unknown,mobile,1,update_mobile,0,3.1621769388322183,0
95,1,KSA,mobile,0,update_mobile,1,3.155297001297017,0
72,8,KSA,mobile,1,pay,0,5.315821840016223,0
39,18,KSA,mobile,0,pay,0,4.646743935418645,0
154,14,KSA,desktop,2,renew_passport,0,4.082864841868997,0
250,17,KSA,mobile,2,renew_passport,0,4.473336675554967,0
162,10,HighRiskCountry,mobile,0,update_mobile,1,3.9701962181485593,0
118,22,KSA,mobile,0,renew_passport,0,4.524584683047615,0
259,15,HighRiskCountry,desktop,0,update_mobile,0,3.6639333034942596,0
268,21,KSA,mobile,0,renew_passport,0,4.268804934439231,0
54,16,KSA,mobile,0,renew_passport,0,2.4894539496305037,0
236,4,KSA,mobile,0,pay,0,3.312215705174569,0
222,11,KSA,mobile,0,pay,0,3.3229888232096565,0
251,10,Unknown,mobile,1,pay,0,3.625609966793086,0
112,14,HighRiskCountry,desktop,1,pay,0,3.0734867452202517,0
255,2,Unknown,mobile,0,view,0,3.4664563741769183,0
207,0,KSA,desktop,1,pay,0,2.485585937601879,0
229,19,KSA,mobile,0,view,0,4.548700476394901,0
66,15,KSA,mobile,1,pay,1,3.9174864810886056,0
75,1,HighRiskCountry,desktop,1,renew_passport,1,2.2947923922239832,1
103,1,KSA,mobile,1,update_mobile,0,3.165170089453327,0
192,2,KSA,desktop,1,renew_passport,0,4.336601427562167,0
252,7,KSA,mobile,1,renew_passport,0,3.4569780536142103,0
226,23,KSA,desktop,0,view,0,3.3030585398619032,0
294,14,HighRiskCountry,mobile,1,pay,0,3.9254073229919237,0
98,6,KSA,mobile,1,update_mobile,0,4.343597535178216,0
286,5,KSA,mobile,2,update_mobile,0,2.5636475429608394,0
249,8,KSA,mobile,0,pay,0,4.55012848121788,0
166,19,KSA,mobile,0,view,1,3.1997067183926236,0
30,0,KSA,mobile,1,view,0,3.982072031750201,0
247,7,KSA,mobile,0,view,0,3.9645798593084907,0
106,22,Unknown,mobile,1,update_mobile,0,3.472933881760226,1
51,22,HighRiskCountry,desktop,1,view,0,2.9763402538692856,1
81,2,KSA,mobile,0,view,0,3.7143134519077363,0
133,3,KSA,mobile,1,update_mobile,0,5.625330309075195,0
285,14,HighRiskCountry,mobile,0,update_mobile,0,2.6383249695363693,0
138,5,KSA,mobile,1,renew_passport,0,5.692313019104875,0
184,14,KSA,mobile,2,update_mobile,0,3.7402788289234676,0
273,20,KSA,mobile,0,pay,0,4.035371417088639,0
69,2,KSA,desktop,1,update_mobile,0,2.9132891886152725,0
34,20,KSA,desktop,0,update_mobile,0,3.2287305833225193,0
262,20,HighRiskCountry,mobile,1,view,0,3.4970903499619808,0
53,13,KSA,mobile,1,renew_passport,0,2.9543050291220876,0
205,19,KSA,mobile,0,view,0,3.791082042629128,0
126,13,KSA,mobile,0,renew_passport,1,3.592984108193229,1
235,3,KSA,mobile,2,view,1,5.850781142435734,0
43,11,KSA,mobile,0,pay,0,2.834025814319539,0
240,16,KSA,mobile,0,view,0,4.102690516748587,0
111,6,KSA,mobile,0,view,0,4.247846281901825,0
249,8,KSA,mobile,0,pay,1,2.9296794513481625,0
151,2,HighRiskCountry,desktop,0,pay,0,4.686827495452839,0
183,12,Unknown,mobile,1,update_mobile,0,3.6016729871183717,0
95,14,KSA,desktop,1,view,0,1.5076103484169328,0
8,17,KSA,desktop,1,pay,0,4.659849612104565,0
184,18,KSA,mobile,0,pay,0,2.883059115897636,0
281,0,KSA,mobile,0,update_mobile,0,2.952225053860901,0
195,5,KSA,mobile,0,renew_passport,0,4.687902082892398,0
195,22,KSA,desktop,0,pay,0,3.65283851758155,0
155,1,KSA,desktop,0,pay,0,4.9177721505515,0
93,23,Unknown,mobile,0,view,0,5.210166095365318,1
160,13,Unknown,mobile,1,update_mobile,0,3.355071539677702,0
61,5,HighRiskCountry,desktop,1,view,1,4.79326249595503,0
122,13,KSA,mobile,1,renew_passport,0,3.244539198607118,0
51,3,KSA,desktop,0,update_mobile,0,6.233115917132176,0
277,20,KSA,desktop,0,view,0,3.3070429954687848,0
5,7,KSA,mobile,0,pay,0,5.026087440960004,0
92,2,KSA,mobile,0,pay,0,4.843790025881575,0
170,18,KSA,mobile,0,update_mobile,0,4.316087822108933,0
22,13,KSA,mobile,0,pay,0,3.329456838583317,0
1,19,Unknown,mobile,1,view,0,3.848602508058591,0
133,16,KSA,desktop,2,update_mobile,0,1.846411887055448,0
233,7,KSA,desktop,2,pay,0,4.2244200383822506,0
12,23,KSA,desktop,0,pay,1,4.349615331028385,0
46,13,KSA,mobile,1,renew_passport,0,4.133499419061372,0
34,5,KSA,desktop,1,renew_passport,0,1.0266938287074425,0
78,22,KSA,desktop,0,update_mobile,0,2.734363554910189,0
218,21,KSA,mobile,0,renew_passport,0,3.2519090171513376,0
73,15,KSA,mobile,0,view,0,4.291658933189046,0
282,18,KSA,mobile,2,pay,0,4.2893389056429845,0
249,13,KSA,desktop,0,pay,0,3.8297762080288207,0
47,18,KSA,mobile,1,pay,0,4.635245536603957,0
121,2,HighRiskCountry,desktop,0,update_mobile,1,2.9737576246971003,0
214,9,KSA,mobile,0,update_mobile,0,4.610235005693996,0
239,18,KSA,desktop,1,renew_passport,0,4.474742104839891,0
56,8,KSA,mobile,0,pay,0,4.37755473283791,0
107,19,HighRiskCountry,mobile,0,pay,1,3.817959568914344,0
48,12,Unknown,mobile,2,pay,1,5.830743824831262,0
61,6,KSA,mobile,0,pay,0,4.4931956884898785,0
26,13,KSA,desktop,1,pay,0,3.031664136746441,0
292,8,Unknown,mobile,0,view,0,4.248305475735984,0
257,22,KSA,mobile,0,pay,0,4.752483377074219,0
8,18,KSA,mobile,0,view,0,3.4118914010756907,0
113,14,KSA,mobile,1,pay,0,5.089272246931099,0
253,19,Unknown,mobile,1,update_mobile,0,4.382033705716011,0
180,13,Unknown,mobile,0,update_mobile,1,1.657521662334653,1
207,23,KSA,desktop,0,view,1,4.299671977337926,0
127,5,KSA,mobile,2,pay,0,3.5939708455872847,0
56,20,KSA,desktop,1,update_mobile,0,4.537179814541736,0
214,3,KSA,desktop,1,update_mobile,0,4.9442148402518145,0
14,7,HighRiskCountry,mobile,1,pay,0,4.195162047141818,0
28,16,KSA,mobile,0,pay,0,5.665252233944695,0
78,8,KSA,mobile,1,update_mobile,0,3.821293115436504,0
216,0,KSA,desktop,0,pay,0,4.624817823053875,0
154,23,KSA,desktop,0,renew_passport,0,4.804942573637347,0
14,19,KSA,mobile,1,pay,0,3.902654031107267,0
187,13,KSA,desktop,0,update_mobile,0,4.778774307977782,0
7,10,KSA,mobile,1,update_mobile,0,3.405327012837831,0
3,20,KSA,desktop,0,view,0,3.5774315809787813,0
111,2,KSA,desktop,1,renew_passport,0,2.6875113096636873,0
238,8,KSA,mobile,0,update_mobile,0,4.241409116370047,0
239,13,KSA,mobile,0,renew_passport,0,4.325251675854344,0
274,8,HighRiskCountry,mobile,1,pay,0,5.1792631585792295,0
294,3,Unknown,mobile,2,update_mobile,0,4.791140004355883,0
227,3,HighRiskCountry,desktop,1,view,0,3.715204443352567,0
15,7,KSA,mobile,0,update_mobile,0,2.8218203126657233,0
192,1,HighRiskCountry,mobile,2,view,0,4.432850402519974,0
119,8,KSA,mobile,0,renew_passport,0,5.1107531724146416,0
28,13,KSA,desktop,0,view,0,4.755184973803943,0
202,21,KSA,mobile,0,pay,0,5.084477524857288,0
39,8,KSA,mobile,0,pay,0,3.7881104688017575,0
273,23,KSA,mobile,0,pay,0,3.5333810318243546,0
231,22,KSA,desktop,1,update_mobile,0,3.263098647768201,0
86,15,KSA,desktop,0,pay,0,3.9441035333864045,0
126,16,KSA,mobile,2,pay,0,3.9214092040311805,0
25,15,KSA,mobile,0,update_mobile,0,4.206677628539116,0
145,11,KSA,mobile,1,renew_passport,0,3.870702542964492,0
13,2,KSA,mobile,0,pay,0,3.866372270273229,0
212,10,Unknown,mobile,1,pay,0,3.223305947027856,0
25,13,Unknown,desktop,0,update_mobile,0,4.941619013551491,0
68,17,KSA,mobile,0,renew_passport,0,4.076518062243712,0
67,20,KSA,desktop,0,renew_passport,0,3.825556065714718,0
233,20,KSA,mobile,0,renew_passport,1,3.2525707467507954,1
109,4,Unknown,desktop,1,update_mobile,0,2.6680868896089143,0
146,15,KSA,desktop,0,view,0,5.307964192549344,0
111,19,KSA,mobile,0,view,0,4.554638708131807,0
228,4,KSA,mobile,1,pay,0,2.376082157430033,0
111,2,KSA,mobile,0,pay,0,4.7631423007096565,0
34,11,KSA,mobile,1,pay,0,4.922481170233109,0
111,0,Unknown,mobile,0,view,0,4.124376122300929,0
264,20,KSA,mobile,0,update_mobile,0,5.598110895751759,0
236,8,KSA,desktop,0,pay,0,4.216719642122883,0
83,8,Unknown,mobile,0,update_mobile,0,2.58317647205081,0
42,3,Unknown,desktop,1,pay,0,4.365169001048321,0
101,2,KSA,mobile,0,update_mobile,0,4.244897301712729,0
6,16,KSA,desktop,0,update_mobile,0,3.3967031512218453,0
180,1,KSA,mobile,0,view,0,4.573558836877425,0
282,23,HighRiskCountry,desktop,0,update_mobile,1,2.3323347338091382,1
226,0,KSA,mobile,1,renew_passport,0,4.990566827442789,0
229,7,HighRiskCountry,mobile,1,view,0,3.1218782963945473,0
289,12,KSA,mobile,0,pay,0,3.015053874882968,0
150,22,KSA,mobile,0,view,0,3.886175227692523,0
277,14,KSA,mobile,0,renew_passport,0,4.432972928043635,0
198,7,KSA,mobile,0,renew_passport,0,4.16392406359343,0
70,11,KSA,mobile,0,update_mobile,0,3.2573408342276218,0
112,21,KSA,desktop,1,renew_passport,0,3.4939107088081114,0
4,11,KSA,mobile,0,renew_passport,0,2.866957652622538,0
95,13,HighRiskCountry,mobile,0,renew_passport,0,3.77532009837013,0
152,14,KSA,desktop,0,renew_passport,0,5.07502121451091,0
137,14,KSA,mobile,0,pay,0,3.995737062356124,0
247,8,KSA,mobile,0,pay,0,4.859414254759453,0
243,18,KSA,mobile,0,view,0,5.455401337726192,0
31,19,KSA,desktop,2,update_mobile,0,3.411981480963033,0
40,21,KSA,desktop,0,pay,1,3.8134267469446352,0
229,7,HighRiskCountry,desktop,1,renew_passport,0,6.1711928610624955,0
36,20,KSA,mobile,0,update_mobile,0,5.444343411979945,0
223,18,KSA,desktop,0,pay,0,2.3275954741876475,0
6,5,KSA,mobile,0,view,0,4.387148316060906,0
220,19,KSA,mobile,0,renew_passport,0,4.000559992339696,0
75,18,KSA,mobile,0,update_mobile,0,4.826453110858762,0
4,3,Unknown,mobile,0,pay,0,3.255021232514945,0
134,22,Unknown,mobile,0,update_mobile,0,3.160391627959328,1
118,6,KSA,mobile,1,pay,0,3.3239292847063906,0
94,3,KSA,mobile,0,view,0,3.428071453801567,0
62,21,KSA,mobile,0,renew_passport,0,4.815324166809014,0
194,11,KSA,desktop,1,view,0,2.81879882685112,0
203,12,KSA,mobile,1,renew_passport,0,3.377386100040681,0
26,2,KSA,desktop,1,renew_passport,0,2.2109876094985585,0
173,21,KSA,mobile,0,update_mobile,0,5.007117823412373,0
133,11,KSA,desktop,0,pay,0,5.27103009943114,0
118,1,KSA,mobile,0,view,0,3.6729265691362136,0
275,23,KSA,mobile,1,view,1,3.702050635186777,0
212,1,KSA,mobile,0,view,0,4.453221902282897,0
225,22,KSA,mobile,4,update_mobile,0,5.474482007378255,1
20,8,Unknown,desktop,1,update_mobile,0,4.408610747563917,0
113,0,KSA,mobile,1,update_mobile,0,3.3024580575248854,0
140,7,KSA,mobile,1,renew_passport,0,2.38117742801356,0
47,22,KSA,desktop,1,view,0,2.8848737373365125,0
1,5,Unknown,mobile,0,renew_passport,0,4.0732194503124655,0
90,5,KSA,mobile,1,view,0,3.3446724767992055,0
142,21,KSA,mobile,1,view,0,4.194967705990758,0
38,17,KSA,mobile,1,pay,0,3.447075983763766,0
293,16,KSA,mobile,1,view,1,2.9418535687055885,0
139,11,HighRiskCountry,mobile,0,update_mobile,1,2.822968368546929,0
259,5,KSA,desktop,0,update_mobile,0,5.56235450937323,0
161,7,Unknown,mobile,0,update_mobile,0,4.888987749183643,0
178,18,HighRiskCountry,mobile,0,pay,0,5.7305179518279585,0
10,9,HighRiskCountry,mobile,0,pay,0,4.539950900755103,0
261,0,KSA,desktop,1,renew_passport,0,3.570008591385161,0
138,12,KSA,desktop,0,view,1,5.323340922489938,0
172,16,KSA,mobile,0,view,1,3.9669319986382323,0
13,2,KSA,desktop,0,update_mobile,0,4.2208417702903525,0
168,7,KSA,mobile,0,update_mobile,0,3.957175620924481,0
130,13,KSA,mobile,2,update_mobile,0,1.0530957807159855,0
84,2,KSA,mobile,0,update_mobile,0,5.604735012294853,0
101,15,KSA,mobile,1,update_mobile,0,4.491003945957753,0
273,12,Unknown,mobile,0,update_mobile,0,4.32982306086851,0
265,19,KSA,desktop,0,view,0,3.9382239377294392,0
38,23,Unknown,mobile,0,pay,0,4.163427820386131,1
94,16,KSA,desktop,2,update_mobile,1,3.402721064153752,0
95,12,Unknown,mobile,0,view,0,4.616579352307271,0
69,5,KSA,mobile,2,update_mobile,0,2.692901655600868,0
236,16,KSA,mobile,1,renew_passport,0,4.186068432470547,0
137,13,HighRiskCountry,mobile,2,renew_passport,0,4.561573470571105,0
76,16,KSA,mobile,1,view,0,3.801330866177097,0
35,7,Unknown,mobile,0,pay,0,4.370867792471024,0
1,10,KSA,mobile,0,renew_passport,1,3.00866560776575,1
296,19,KSA,mobile,0,renew_passport,0,3.0341732291040358,0
60,0,KSA,desktop,0,pay,0,4.236717121026393,0
267,6,KSA,mobile,0,renew_passport,0,4.678549654621052,0
229,20,KSA,mobile,0,update_mobile,0,2.125134344498289,0
270,20,KSA,mobile,0,pay,0,4.522020635110767,0
286,16,KSA,desktop,0,renew_passport,1,3.456798499623663,1
291,9,KSA,desktop,0,pay,0,3.8071939126925876,0
213,10,HighRiskCountry,mobile,0,update_mobile,0,2.660482076434963,0
165,21,HighRiskCountry,mobile,0,renew_passport,0,3.148382759813292,0
5,8,KSA,mobile,0,view,0,4.966125325530311,0
78,8,KSA,desktop,2,renew_passport,0,4.032863373980213,0
62,23,KSA,mobile,0,renew_passport,0,3.6172215982904414,0
132,4,KSA,mobile,0,update_mobile,0,3.883511647368965,0
89,16,Unknown,mobile,1,view,0,4.489211824664301,0
237,8,HighRiskCountry,mobile,0,view,0,4.440494496163338,0
42,16,KSA,desktop,0,view,0,3.9249729996031992,0
89,23,KSA,mobile,1,update_mobile,1,5.092959110896668,0
296,20,KSA,mobile,2,update_mobile,0,4.9704626369066665,0
295,18,HighRiskCountry,mobile,1,update_mobile,1,4.413372029130396,0
104,6,KSA,desktop,1,update_mobile,0,4.0546117829100705,0
14,22,KSA,desktop,1,update_mobile,0,4.657321095119539,0
288,8,KSA,mobile,1,view,1,4.314267421801183,0
179,6,KSA,mobile,0,pay,0,5.060800071805947,0
125,12,KSA,desktop,2,update_mobile,0,4.8995613767383075,0
23,10,HighRiskCountry,mobile,0,pay,0,2.9817460985822715,0
63,13,KSA,mobile,0,renew_passport,0,2.9140368292582934,0
143,18,KSA,mobile,2,renew_passport,0,3.2987504555959237,0
153,10,KSA,desktop,0,update_mobile,0,4.9761386900669216,0
145,12,KSA,mobile,0,renew_passport,0,2.4236910032287544,0
225,13,KSA,desktop,1,pay,0,4.394757389107993,0
104,12,KSA,mobile,0,renew_passport,0,4.362543091092961,0
104,0,KSA,mobile,1,renew_passport,0,5.162648058686193,0
39,7,KSA,mobile,0,pay,1,4.180338690663888,0
198,11,KSA,mobile,0,renew_passport,0,2.6567906094160993,0
134,18,KSA,mobile,0,update_mobile,0,3.040645039351877,0
67,11,Unknown,mobile,0,pay,1,2.8180044781021754,0
179,7,KSA,mobile,0,pay,0,3.4620560336668595,0
42,7,KSA,desktop,0,view,0,3.8170984325760733,0
15,20,KSA,desktop,1,view,0,2.834558473778943,0
111,12,KSA,mobile,0,pay,0,5.470661990652289,0
157,11,KSA,mobile,0,pay,0,2.674718628047559,0
289,15,KSA,mobile,0,view,0,5.3461034238624805,0
231,0,KSA,mobile,1,update_mobile,1,5.18516303143934,0
157,12,KSA,desktop,1,renew_passport,0,4.898302549689035,0
38,6,KSA,mobile,0,renew_passport,0,3.3062333925032497,0
97,4,Unknown,mobile,0,renew_passport,0,4.342450879176901,0
289,7,HighRiskCountry,desktop,0,pay,0,2.722628866449382,0
